jokeText,jokeHasHumor,jokeRate
caimito en clase no se pues dormir ya lo a hermano pancracio no para usted de hablar,0,1
se aire el telón y se ve a bobo esponja rezado el rosario con un hábito de monja tierra el ten como se llama la película bobo es monja,0,1
papagaya que se miente tener un hijo tan guapo no se hijo pregunta a tu abuelo,0,1
maestromaestro como se escriba bala y le dije el maestro como buena a y escriba bobo,0,1
señorita tizne consolador si en aquella estantería elijan el que quier me lleva este rojo seora el extintor no se vender,0,1
un día que santa a la casa de un no y santa le hijo al nome pues prestar tu bao y el no la deceno esquí mi mamá se esta bando y segur que terminar la mamá de abarse y santa le dije otra bes me presta tu bao y el no le deceno esquí mi papá se esta bando cuando terminar el papá de abarse santa le pregunta otra bes me prestar tu bao y el no le deceno es me boy a bar y a lavar los diente segur que terminar el no a santa la bao y diseyamee yate yameecage mis calbotes era blanco y ahora son café,0,1
esto es un murciélago que a todo lleno de sangre y bien otro y le dije macho donde te las puesto as donde te las dado ese banquete y le dije mira es esa muralla de al pues yo no la he visto,0,1
entre un hombre en un bar y el camarero educadamente le pregunta que le siervo a lo que el hombre le contenta me sirle tres cerveza tres cerveza le pregunta el camarero sorprendido si una para a otra para ti y otra para tu puta madre le contenta el hombre el camarero sorprendido y a la vez mosqueado se aguantar las ganar de dable un buen puñetazo por respeto y por temor a ser despedida ya que pienso pues que se la última vez que venta por al y no merecer la pena poner a mala por lo que le sirle las tres cerveza al de siguiente el camarero al poco de abrir el bar ve sorprendido que acabo de entrar el mismo hombre del de anterior el hombre se acerca hasta a y le dije quieto que me sierva 3 cerveza el camarero con precaución por lo sucedido el de anterior le vuelta a preguntar tres cerveza amos a ver hoy para quien son el hombre le responder una para a otra para ti y otra para tu puta madre el camarero no se pues aguantar las ganar vale de la barra y le de una buena paliza al final el hombre se a maullido y casi sin poder andar el duro del bar que ha visto lo sucedido no despido al camarero ya que creer que el comportamiento de su empleado ha sino justificado al de siguiente el camero colocar es colorado las jarra de cerveza cuando todo incrédulo ve aparecer por la puerta al mismo hombre con un ojo morado la pierna derecha vedada y el brazo izquierdo en cabestrillo el hombre se acerca a a y le dije quieto 2 cerveza el camarero bastante mosqueado le preguntador cerveza para quien una para a y otra para tu puta madre para ti nada que te siesta mal el alcohol y te poner muy nervioso,0,1
a carbono can anda a can aire talvina,0,1
por que los colombiano llevar un azucarero al estadio de fútbol porque quien ver un dulce triunfo,0,1
por que en colombia nunca hacer un concurso de nieve porque siempre vale el sol y se lleva todo los premio,0,1
el jefe es con un paquete de papeleo frente a la nueva trituradora de documento se le ve desconcertado mira por un lado mira por el otro en eso pasa el empleado mas pelota de la empresa y muy amablemente le ofrecer ayuda toma el paquete de papeleo los colocar en la ranura y trrrrrrr se ye el sonido de los papeleo cuando se hacer triza el empleado le dije al jefe ve que fácil es no tizne es secreto jefe el jefe no se queda muy convenido mira a la máquina por todo los lado y dije y por donde salón las fotocopia,0,1
estos son un abogado y su cliente al final del juicio el abogado le dije a su cliente como ver ha sino declarado inocente gracia a mi defensa pero en confianza dagame que usted quien robo el banco el cliente le responder yo crea que lo rob pero después de por sus alegaciones ya no esto muy seguro,0,1
dos borracho esto tirado en la calle y uno le dije al otro base los pantalonera que te meter un dedo en el culo para que vomitel creer que as vomitar empate a que te meta el dedo en la boca,0,1
una seora jedive a otra su marido se a tirar por la ventana y la otra le dije dial que yo lupus los cacho no las las,0,1
mama mama en la escuela me bien hule bueno hijo pero que se la última vez que entre remiendo las parecer,0,1
una pareja pasa por un cochinero el esposo le di a la novia mira tus familiar y le contenta si mis suegro,0,1
mama mama ha un no tartamudo y el no me dije casimir sino a me dije cacasimico,0,1
era 2 aceituna que se subeo en una moto y se caer una y dije crea que me e roto un hueso y dije la otra como te las a ron per hueso si estas llena de anchoa,0,1
que le hijo la palmera al sol caliente los coco jajajajajaja,0,1
a carbono carácter es sitting no a suelo,0,1
claro aquí tener uno por que el libro se que a la cárcel porque tena mucha hoja en blanco,0,1
mal mal en la escuela me echar queso amarillo en la cabeza clase nacho y deja de llorar ya,0,1
el juez le pregunta al acusado insistir usted en que no quier un abogado que le defensa no seora esto decidir a decir la verdad,0,1
caimito estafa en su escuelacon sus compaerossu profesoral ira a dar las nota de sus exsamenes y la profesora hijo manuelino un perito un 8jorgito un 10 caimito un 0 y dije caimito por que ahora dije la profesora porque pedritoen una pregunta puesto lo y tu apuesto yo tampoco lo a a,0,1
mal mal de donde vale la porcelana de las porceobejas hijo gracia mal renga,0,1
era una mujer tan fea tan fea que en vez de venir la menstruación le bien la m0nstruacionxd,0,1
un no a por la calle con su madre y ye 3 palabrota zorrascapullos y pasar por la piedra y el no le pregunta a su madre mamamama que significar zorra significar jamón hijoresponde la madre y capullosvuelve a preguntar el hijo significar invitado hijovuelve a responder la madre ah vale mamparo y pasar por la piedrapregunta el hijo con es interés hijo eso significar doblar ropa agraciar mamagradeci el hijo a su madre al de siguiente llegar nos invitado a su casa hola no tu debe de ser el hijo verdadpregunto una de las invitada hola capullo pues si yo son el hijorespondi el no que ha en la cocinavolvi a preguntar la misma seora un poco entrada ha zorra seora mi padre le encantarespondi el no donde esto tus padrespregunt la misma invitada esto en la mesa pasado por la piedrarespondi el no nos segundo antes de que los invitado se fuera corrigendo,0,1
un borracho a en el coche dado bandazo de lado a lado por lo que una patrulla policial lo detener en el arco al salir del coche el policía le dije que le a a hacer un contra de alcoholera a lo que el borracho le contenta no quedo ya que tenso un asma muy grave y esto pues desencadenar un ataque a lo que el policía le réplica entonces le tendremos que hacer un análisis de sangre contenta el borracho eso no a a poder ser ya que son hemoflico y si una herida es abierta pues ser que muera desagrado el policía ya medio mosqueado le dije me tener que dar entonces una muestra de orina dije el borracho no ya que tenso diabetes y esto podre subir azúcar y morir al policía ya le vale humo de la cabeza y le dije careado entonces salga del coche y camino en línea recta para realizable el testa de equilibrio el borracho de nuevo le responder no a a poder ser y por que no dije el policía bueno por que esto borracho,0,1
le dije la madre a caimito be a comprar una camisetaunpantalon huebos llega a la rienda de las camisa y dije e tu toda dama una camiseta y responder por ser ta malo te suyo el precio de la camisa llaga a la de los pantalonera y dije me que de dar unospantalones porta y responder por ser bueno te bajo el precio de los tanta lunes llega a lado los huebos y dije el ganador de los huebos es caimito llega a su casa a dije mama man subido la camiseta me an bañado los pantalonera y me an tocar los huebos,0,1
claro aquí tener uno por que el libro no tizne amigo porque siempre es contado historia,0,1
el matrimonio cenado tranquilamente y dije la mujer pepe saber que el cura que nos cas ha muerto y pepe la mira de reojo y le dije el que la hacer la paga,0,1
estafa una vez caimito su amable podio que se valle al almacén para comprar colino y si no colgante caimito no encontrar colino después estafa buscador una piola y encontrar año a un árbol y se colmo la mama vino y lo vino y le hijo mi hijo gagate de a quien te hijo para a te cuelga hijo la mama y responder caimito vos me dijistee,0,1
seor usted es bizco no lo que pasa es que tenso un ojo tan bonito que el otro se lo queda mirado,0,1
mal mal la abuela se ha cado al suelo y a la las ayudado no que a se ha cado ella sola,0,1
mamaaaaa mamada me he tragaaadoooo uuunnnn alltaaaaaaavooooooooozzzzzzz tranquilo hijo no yo me he tratado un tocadiscos y no pasa nada no pasa nada pasa nada pasa nada,0,1
llega un no donde su mal que esta embarazada y le pregunta mal que tener en la panza un no y quien te lo dios tu papá y el no a corrigendo donde su papá y le dije papá no le antes dado nos a mi mal porque se los como,0,1
que le dije el fideo al otro fideo mi cuerpo pie salsa,0,1
dije la profesora a caimito caimito dije 2 pronombre caimito quien yo prole muy bien caimito,0,1
a le hijo una dona graciada a una que no es graciada que desgraciada,0,1
ya no me escucha cuando te habla antonino lo que fueras cario una tortilla o lo que te venta bien tampoco tenso mucha hambre,0,1
cual es el colmo de un ciego que se llama casimir y que viva en la calle bienvista en el piso 9 a,0,1
mamamama en la escuela me bien jabón en polbopor a plan,0,1
un ingeniero de microsoft uno de dintel y un programador de lindo se encuentro en el lavabo el de microsoft acabo el primero y a la hora de lasarse las menos lo hacer a conciencia con mucho jabón y agua y para secar una un montón de toalleta de papel y dije los de microsoft lo que hacedor lo hacedor bien el ingeniero de dintel también se lava a conciencia pero utilizar muy poca agua y muy poco jabón y para secar utilizar una esquina de una toalleta de papel cuando acabo dije los de dintel además de hacer bien lo optimizamos al máximo el programador de lindo sin lasarse mira a los otro dos y dije los de lindo no nos meados en las menos,0,1
por que dejar su relación un matemático y una física porque no haba química entre ellos,0,1
a una señora se le perdido su pero que sellada mis teta ira por la caer a pregunta al bulimia abismo mis teta a le hijo no pero menostasia veras,0,1
hacia una vez nos animalias que estabón acornado para la navidad pero abia un problema era que en el bosque abia un lobo y el lobo es demasiado gran y un día uno de los animalias salio a pasar por el bosque y el lobo se lo como y colorín colorado este cuento es acabado,0,1
se encuentro dos viejo amigo saber macelo me he reparado pues saber lo que te digno mejor para ti la verdad es que tu mujer era una persona se acostada con todo los del grupo incluso a a un de me lleva al huerto crema lo mejor es que te haya reparado macelo que me he reparado pero de mi socio,0,1
de le hijo una fresa a otra fresa que re fresa,0,1
a medio un bote a otro bote estados enhotado,0,1
claro aquí tener un chiste con un contexto colombiano por que los colombiano llevar una escalera al bar porque yerno que los trago esto en alto,0,1
en una aldea le dije una vieja muy gorda a su nieto hoy cosmos pan veto al camino y tras bosta mierda de vaca para sellar la puerta del horno as no se escapar la calor el no se a poco después bien con la bosta en un caldero y le pregunta la abuela que pasar si la bosta se mezcla con el pan lo que no mata engorda chaval lo que no mata engorda hoy yo no hoy a comer el pan por que porque tu gordura de comer pan solo no es,0,1
por que los ordenador nunca se refrán porque siempre tener windows ventana abierta,0,1
estafa una mujer tan fea tan fea que que a una rienda de mascarar y solo le dinero elasticojaja,0,1
a tomar es sitting in fronte o a bookcase anda a nave es standing nexo to her,0,1
hacia un chico tan pero tan que se eso jugo navaja,0,1
por que los ordenador nunca se miente enfermo porque tener antivirus,0,1
la maestra le pregunta caimito como te imaginar la escuela cerrada señorita,0,1
dos amigo uno saca la cartera con una foto de su nueva novia mira esta es mi novia que te parecer impresionante hombre tampoco exagerar no no si es impresionante de verdad si naviera bigote sera clavadiza a hilera,0,1
un tipo a al rica y para no sentir tan solo decir llevar a su perro un chihuahua mariquita el primer de del sacar el animal muy contento se poner a corretear detrás de las mariposa y cuando menos se lo espera ya se haba reparado del grupo el chihuahua desesperado empezar a buscarlos cuando en eso ve que una pantera muy enfurtida se droga hacia a dispuesta a comrselo ajustado rápidamente pienso que hacer ve nos hueso que estabón junto a a y los empiezo a morder con mucha ferocidad justo cuando la pantera lo ira a atacar el perro exclamar mmmmmm que rica pantera me acabo de comer la pantera al escuchar eso se arena con estruendo y hule muy ajustada mascullando odio perro por poco me como a a también pero arriba de un árbol estafa un mono cabrón que vino todo lo que haba pasado se se baja muy rápido y a tras la pantera para contable todo lo que vino al escuchar aquello la pantera muy entrada le orden al mono abete amos a buscar a ese maldito perro para ver quien se como a quien el perro mariquita se de cuenta que la pantera bien con el simio trepado dispuesta a todo en un instante el perro adivina que el mono que con el chisme pero en lugar de correr se de la vuelta como si no rubiera visto nada y se poner a leer un periódico cuando la pantera ya lo ira a atacar el perro se queja puto mono de los coronel hacer como media hora que lo mano por otra pantera y todavía no regresar,0,1
por que los colombiano no juego al escondite porque siempre se les encuentro en la esquina tomado café,0,1
un no que pegado por la vecina y la madre furiosa que a pedir explicaciones por que le pez a mi hijo por maleducado me llama gorda y creer que pendol a a adelgazar,0,1
caimito dije como se bien bolso en inglés bowlings ahora una frase lo para encargadamente pero me he dado en los bowlings,0,1
mama mama en el colegio me llama cabezón y porque no les pega porque se meter por calle estrecha,0,1
jesús dije padre tras a la tierra te torturar pero en tu último aliento dama una real y te salvar de acuerdo padre dar una palmada,0,1
por que los leproso meter una botella de agua sin nada en el frigorífico para cuando le pregunta si quier algo y le liga nada le de la botella,0,1
que le dije el huevo a la sartén me tener frito,0,1
estafa el tener y el cuchillo platinado en eso pasa la cuchara y el tenedor empiezo a gritar cuchara cuchareta y la cuchara no voltear entonces le grita el cuchillo cuchara cuchareta y nada la cuchara no violeta en eso le dije el tenedor a el cuchillo y si escuchar,0,1
jefe este es el cuarto de que usted llega tarde esta semana que conclusión saca de eso empleado que hoy es jueves,0,1
se juzgar a un leñero y dije el fiscal al acusado a ver por que dispar dos tiro contra su suegra por que no tena mas bala,0,1
caimito ya esta grande y esta en la universidad y estafa corrigendo al rededor de la universidad y vale la directora y le dije caimito por que correr y le dije caimito ha directora es que esto hacienda mi carrera universitaria,0,1
por que los banco en latinoamrica deber ofrecer clase de soga gratis porque cuando las siempre terminar practicante la postura del árbol esperanto en una fila que parecer selva,0,1
este era un tipo tan feo que un día sede cayo el documento aun desagüe las rata se coimero todo el documento menos la foto,0,1
una caricatura de dos nos y un pájaro cual a a ser pato esa que esta bi de,0,1
un helicóptero se ha estrellado en el cementerio de lepe la policía local informe que se llevar recuperador mas de 4000 cadveres,0,1
abia una es un hombre que se llamada calzoncillos que buscada casa todo le sesión que no y que a una casa y toco y le dijieron que si la mama de una niña hijo nube al cuarto de mi hija subir saludo y la niña calzoncillos hijo hoy a dormir contigo y la niña hijo mama yo no quieto dormir con calzoncillos y la mama hijo estonces quitatelos mi amor,0,1
por de los del ese no poner silla en la cocina por de ha un bote de poner novilla,0,1
era un francés que a ha un hotel y dije me de una habitación a pero esta el fantasma de las vargas rota nube y dije el fantasma son el fantasma de las vargas rota a el francés y se tira polla ventana lo mismo lo hacer el inglés y el español hacer todo igual menos irarse por la ventana el español dije tome 5 euro y compresa otra,0,1
un personaje de dibujo animador es leyenda un libro tan linda la desgraciada uno aquí todavía hacienda deber como un tonto,0,1
el capitán garfio esta comienzo polenta y pitar pan,0,1
por que los colombiano llevar una azucarera al examen porque para cada pregunta difícil siempre necesitar un poco de panela para endulzar la situación,0,1
esto son dos pulgar que vivez en un ombligo decidir hacer un viaje una para el norte y otra para el sur total dentro de mucho tiempo se encuentro las dos en el mismo sitio y dije la del norte uuuuuuh yo he visto una pedazo montaña que de los alta que era no poda ni subilla y que como te ha do a ti el viaje uuuuuuuuh yo he visto una pedazo selva y le dije la otra pulga y no te las perdido no porque haba por al un dragón y me ha salado,0,1
que le dije un jaguar a otro jaguar jaguar yo,0,1
un paciente llama al consultorio de su psiquiatría y le pregunta a la secretaria señorita es el psiquiatría no seor el doctor no es y además seor para su conocimiento le claro que no se dije psiquiatría sino siquiatría porque la a no se pronuncia quier dejar algo mensaje seor a vale que lo llama pedro vez el paciente al que no se le once dura la olla y por eso tizne problema con las tas,0,1
jesucristo durante la última cena discípulo en verdad os digno que y es igual a a al cuadrado se queda los discípulo pensado y luego pedro le dije maestro no te menos entendido es que es una parábola,0,1
etsvan nos lejitos ligado y le dije el viejo ala vieja cuanto los tener ella le dije 80 y piso y el le dije yo 70 y ya no piso hecho,0,1
dije el papa de caimito que hacer lo que me vale de los huevo entonces lepra una tanta a caimito a le dije caimito a su madre mama mal no qui ero mas huevo quien,0,1
una caricatura de un hombre leyenda un libro a una ni chiste pero a papa en la puerta ha un hombre preguntador por un burro y que le limiste hijo a le dije que 4 estas ocupada a a enviado por inicio abrigo,0,1
un leñador a por el bosque y se siesta en un tronco que abia un hacha tea hecho graciapues el se ha partido el culo jajajajaja,0,1
una caricatura de un hombre y una mujer sentado en un son mama mama quedo ir a una fiesta de 15 dios no hijo esa fiesta es muy larga chiste enviado por judit vera,0,1
un inglés un francés y un español alardear de que su las es el es adelantado en cuestión de injerto dije el inglés en mi las naco un no sin brazo le hicimos un injerto y tan cinco veras consecutiva el campeonato de tenis de estados unidos le contenta el francés pues en mi las naco uno sin pierna y al cabo de veinticinco los del injerto venir 4 veras consecutiva en el toar de francia entonces el español cometa eso no es nada en espada naco un no sin cabeza le injertador un melón le pésimo bigote y ahora es presidente,0,1
jaimitojaimito be ala rienda por salchicha la rienda etapa cerrada entonces se corto jacobita y le dije a su madre espera a que me cerca la colina,0,1
a carbono o a tomar talvina to a man por fin ya con esto completo para mi et privado chiste enviado por aptoidepokemon y,0,1
a un tipo le para la policía cuando conducta hacia su casa en compra de su esposa tipo cual es el problema agente oficial circular a 120 oh en una zona de 80 tipo no seor ira a 85 esposa no es cierto los ibis a 110 el tipo le echar una mirada de advertencia a su mujer oficial también lo hoy a multar porque tizne fundida la luz de freno de la izquierda tipo luz que luz no tena ni idea esposa no te haya el tonto los te dije que llevada la luz fundida desde hacer lo menos 6 semana esta vez la echar una mirada venenosa de esas que causa pavor oficial también lo multar por no usar el cinturón de seguridad tipo pero si me lo quita en el momento que me desuso esposa por favor los pero si a nunca lo utilizar esta vez luis no soportar y en el colmo de la exasperación grita a su mujer tierra el pico hija de putaña oficial seora su esposo le habla as normalmente esposa no lo cuando es borracho,0,1
como se llama un chino sin shampoochampoochinchampoo,0,1
un hombre le pregunta a su amigo tu te apostante con tu mujer antes del matrimonio no y a yo si pero solo porque me hijo que ira a dejar,0,1
un día el paciente a al consultorio de su doctor y le dije doctor desde que me pero asiento que me quema el estómago y el doctor le dije ha ya se donde dije mi encendedor,0,1
ya tarde y alerta examinando y se encomtraron com un mercal y alerta hijo abuela abuela comprar una manzana y hayedo se la contra y a alerta se le cayo la manzana y tarde le hijo lo que se caer no se recoger siguieros caminador se encomtraron com otro mercal y alerta hijo abuela abuela comprar una pera y tarde se la contra y a alerta se le cayo la manzana y tarde le hijo lo que se caer no se reloj y alguien examinando y ha un hueco y tarde se cayo y tarde hijo alerta alerta ayuda pero abuela tu me limiste que lo que se caer no se reloj,0,1
la maestra de caimito le dije a ver caimito dije las vocal y le con testa caimito no mela se maestra dije la maestra como que no te las sebe a ver caimito en y lo ya a una bodega y la maestra se quita el pantalón y dije caimito para y luego se quita la maestra la blusa y dije caimito ese luego la maestra le dije a caimito quitar los calcetines caimito y dije caimito a luego la maestra se quita el brasil y dije caimito oro y luego la maestra se empiezo a vestir y dije caimito uuuuu y ya regresar a salón y la maestra le dije a caimito a ver hora si dije las vocal y dije caimito ama ese mi oro que,0,1
como le grita un vaquero a su hija hija,0,1
tener rifa a y cual es la clave tener dinero llamar a una operadora y contratar no tizne es,0,1
por que los colombiano llevar un azucarero al gimnasio porque les gusto endulzar sus músculo bien que as se poner es dulzona,0,1
por que bobo esponja ya no a al gimnasio por ya esta cuadrado,0,1
mal mal quedo ir a una fiesta de 15 los no hijo es demasiado larga,0,1
toca toca que eslolaqe local ladrona jjaajaja,0,1
hacia un seor que tenia un loro y era aprisa el duro era fujimorista entonces el loro estafa colgado en su jaula y su duro estafa leyenda el periódico y de pronto empiezo a decir el para a ganar el para a ganar su duro le hijo sigua dividendo eso te hoy a meter al refrigerador el loro no hijo caso y seguro diciendoel para a ganar el para a ganar se molesto el duro y le hijo ya te fragante ahora te las ha congelar lo medio y pasado semana dios hora y quizá saber como estafa el loro cabrio la refrigeradora y salio el loro dividendo el para nunca muerte el para nunca muerte ad,0,1
un hombre que a mu ligero y le para la poli y le dije donde las y dije el hombre casa de mi suegra a a a atragantar com las ambas y dije el policía a las para llevar al medio y dije el hombre novia a llevar le mas ambas,0,1
caimito cuidado con el pozo que pozoooooooooooooooooooooooooooooooooooooooooo,0,1
el hola quieto conocer mejor tenso 38 los son diputado desde hacer 10 los y son honesto ella hola encantada tenso 30 los son prostituta desde hacer 15 los y son virgen,0,1
en que se parecer una patata y un tomate en que los dos son rojo menos la patata navaja que malo,0,1
cual es el colmo de los colmo un mudo le liga a un sordo a un ciego vino a un paralítico estafa blando,0,1
cual es el colmo de un eterna irarse un pedo bomba,0,1
quien es el que es se re el barrendero porque siempre a rienda,0,1
caimito estafa arriba de un árbol y su mal le dije caimito baja y caimito contenta nono quieto viento los policial y le bien caimito baja y caimito contenta nono quieto viento los bombero y le bien caimito baja y caimito contenta nono quieto bien el cura y le hacer la real de la cruz y caimito baja la mal le pregunta por que ajuste y caimito contenta porque el cura me hijo baja o te la corto,0,1
se encuentro renuncio y manolo pero se último llevada un pingüino de la mano y renuncio le pregunta ye manolo pero que hacer con ese pingüino pues na que me lo he encontrar y no a que hacer con a si ser tonto manolo por que no lo las llevar al zoológico hombre pues que buena idea hoy mismo lo lleva al zoológico al de siguiente se vuelven a encontrar pero manolo sigua con el pingüino por lo que renuncio extraño le pregunta que ha pasado contigo manolo no habar dicho que llevar al pingüino al zoológico hombre pues lo he llevar y nos menos divertido tanto que hoy nos amos al circo,0,1
que te ha pasado nada que me que que te que a,0,1
caimito viva a clase con su hermana y el profesor le toco las teta a su hermana y caimito le hijo como le toque las veras a mi hermana te mato una patada en el plátano que te dejo sin albaricoque,0,1
dos amigo tan por el campo se encuentro una escopeta con los carne recortado sin saber muy bien lo que es uno de ellos se poner a mirar por los carne a modo de prismático mientras el otro hurra en los gatillo y claro se disparar los ojo del que mirada por los carne se le saltar de las órbita el otro le dije no me mies as que yo también me he ajustado,0,1
mama mama en la escuela me dije susana por correcto,0,1
un chino entre en un bar y dije buena vena palo del trabajo y el duro le responder aquí el trabajo que ha es de lunes a domingo de 12 de la mañana a 12 de la noche y responder el chino eso lo que yo estable buscador media jornada,0,1
tan tres gitano en una motocicleta se caer el último el del medio le dije rodete siempre me cargo yo,0,1
que le dije la ducha al inodorotan chico y como mierda y a le dije inodoro ala ducha tan grande y llorona,0,1
chiste un gato y un gallo esto al borde de un pozo el gato se caer y le grita al gallo miaoooogo miaoooogo y el otro le contenta y quiquieresquihaga quiquieresquihaga,0,1
hacia una es un vampiro mano de sangre y luego pega otro es donde acates esa sangre tan suculenta bes aquella pared que esta aya si pues yo no la mi navaja,0,1
un ti en su coche con una tajada importante la guardia civil que le para y le pregunta ha bebido usted pues si esta mañana se casada mi hija y como no me gustar las misa me he do al bar y me he bebido una cuanta cerveza luego en el banquete me he apretado 3 botella de vega sicigia y como una hija es una hija por la noche en la celebración me he atizador 2 botella de johnny taller etiqueta negra y usted saber que son guardia civil y que esto es un contra de alcoholera y usted saber que esto es un coche inglés y que conducir mi mujer,0,1
un to que a al otorrinolaringólogo mira doctor vendo porque tenso un problema que le ocurrir que mi esposa es mal de la escucha no ye muy bien y donde es su esposa aquí esta el problema doctor que no quier venir que dije que son mana mas que yo esto loco que ella es bien pero si no me tras a su esposa como quier que le haya un diagnóstico doctor pienso algo porque estados a punto de separarnos y yo la quieto mucho y no desear perder mira no a lo niño que se me ocurrir es que cuando usted llegar a casa la llama por su nombre y la a llamado mientras se acerca hasta que ella le liga y cuando ella le conteste mida la distancia que ha entre usted y ella y as por saber el grado de sordera que padecer gracia doctor ha salvado usted un matrimonio el to llega a casa y nada es abrir la puerta grita amparo silencio pasa al recibidor y vuelta a gritar amparo nada desde el pasillo de nuevo amparo nada entre en el sala e insistir amparo silencio total por fin entre en la cocina la mujer estafa preparado un guiso y se colocar a la espalda de ella a un palmo del cogote y la grita amparo y ella que con querer te he contestano ya cuatro veras hombre,0,1
que le hijo el la 10 para ser como tener que ser sincero,0,1
en una exposición de pintura a usted le gusto la pintura mucho pero mas de un bote me empalagar,0,1
un borracho es bebienda copa tras copa se le acerca un amigo y le dije tu no saber que el alcohol mata a un millón de americano cada no entonces le contenta el borracho y que tu ya saber que yo son español,0,1
mujer muy bella y muy sexo de 23 los busca como ser rica muy rápido se le presente la oportunidad de lasarse con un viejo de 73 los millonario y se prometer matar de sexo en la noche de boda la ceremonia es fantástica con todo el lujo posible ciento de invitado et et y llega noche de boda la bella novia se quita la ropa y espera en la cama al marido de 73 los colocndose en pase muy sensual cuando el marido vale del bao también desnudo la muchacha observar estupefacta que tizne una espectacular erección con un miembro de nos 25 com y ya cubierto con un preservativo nota también que el marido tizne 2 japonés de algodón en los dos y una pinza tapndole la nariz muy ahombrada lograr preguntar querido para que es todo eso el marido responder ha 2 cosa en la vida que no soporte una mujer gitano y el olor a goma quemada,0,1
sete de la mañana final de enero siglo xi baja edad media un caballero regresar al castillo después de una dura batalla el to dama pena ira con la armadura abollada el yelmo torcido la cota de malla hecha gironesa y el caballo comando el seor del castillo vale a su encuentro y le dije pero que te ha pasado seor vendo de servir como os merecido castigador duramente a vuestros enemigo de poniente pero que des si yo nunca he tejido enemigo en poniente ah no pues ahora los tenis,0,1
un no bien del colegio y le dije a su madre mal mal en el colegio me llama frito a lo que le responder la madre y a que hacer hijo y el no les crea en los sima y les mato,0,1
un de el capitán le dije al soldado le ha mandado una carta en blanco soldado el soldado responder es de mi mujer como lo saber usted porque se enfado y no nos hablado,0,1
esto es una que seora que se encuentro a una amiga y le dije ay montserrat que mi marido es en la uva y dije la otra pues el no en la remolacha,0,1
esto es san pedro en la puerta del cielo cuando miente una imperiosa necesidad de ir al bao entonces llama a jesús y le solicitar que lo sustituta nos minuto durante su ausencia a jesús y se siesta en el escritorio a recibir a los que intentar entrar y en eso aparecer un vejecito al que jesús le pregunta abuelo usted a que se delicada en la tierra el vejecito responder ah yo era carpinterotena una larga barba mucha canal era pobre y uve un hijo fruto de un milagro que que muy pero que muy famoso demás de querido por todo los hombre especialmente por los nos jesús conocido lo mira sollozante y le dije papaya el abuelo lo mira sorprendido y muy emocional le contenta pinocho,0,1
como se dije pobre chinosin chuzshin agua sin gazmoño se dije el que recoger las caca los perrostu caca yo colocolo se dije kioskero en chino hincha de chuche,1,3
que le dije un ver a un boxeador ah fuera tres muy fuerte per aquí dentro te cagar,1,3
un día caimito ira pasado con su abuela y caimito se encontrar un balón le dije la abuela caimito las cosa del suelo no se coger al cabo de un rato caimito se encuentro un chicle la abuela le dije caimito las cosa del suelo no se coger al cabo de un rato se caer la abuela y le dije ayuda caimito le contenta caimito pero abuela no me las dicho que las cosa del suelo no se coger,1,5
hacia una vez a caimito lo mandarín a vender chupetines como no savia decir tener delia chupe a a su casa y le dije a su mama a no vendo nada entonces lo manda a vender caramelo y no savia pronunciar cara en toser decir menos y a a su casa y le dije a su mama a no hacia vencido nada entonces lo manda a vender huevo y si savia decir huevo entonces decir huevo huevo y a a su casa y le dije a su mama a no hacia vencido nada entonces caimito le dije a su mama a le de todo junto para vender entonces dije chupe menos huevo,0,1
a un tigre y te dije al otro que esto hacienda,0,1
porque estafa llorador un moco porque se lo sonar,1,4
de le dije la otra abeja a la otra deja ssssssssssssssssssssssssssssssss jajajajja,1,4
mamamama porque te llama oveja beeeeeeete tu a sabeeeeeeeeeer,1,4
en un avión ira un americano un frente y un mejicano entonces dije el americano yo cálculo yo cálculo que si me aviento me romo en 3000 cachelos dije el francés yo cálculo yo cálculo que si me aviento me romo en 6000 cachelos y el mejicano dije yo cálculo yo cálculo que si me aviento me romo el culo,1,4
una novia enta un mensaje por teléfono mil a su novio con el siguiente texto si esto durmiente infame tus suyos si esto rienda infame tu sonrisa si esto llorador infame tus lágrima te amo el novio le responder esto cagado que pago,1,5
cual es el colmo de los colmosque un muerto se aire al aunque un ciego lo vez y que un bordo lo escucha,1,3
te viernes a una orgía esta noche a a ser increíble sexo desenfreno placer sin límite cuenta gente haber pues si te tres a tu mujer sereno tres,1,4
disculpa usted saber como se dije hermano en inglés no brote ni idea,0,1
estos son dos hermano que germen en una litera y el de arriba empiezo a rezar con dios me acuesto con dios me levante con la virgen para y el espíritu santo en eso que se caer de la litera y el de abajo le dije eso te pasa por dormir con tanta gente,1,3
en clase dos nos mi polígrafo escriba en diez color bah eso no es nada el no los escriba todo anda ya pero si el tuyo lo tizne tinta azul ya pero es capaz de escribirlos todo te lo hoy a demostrar y escriba en una libreta rojo rosa verde amarillo violeta azul granate negro,1,4
en una rienda hola quimera un sujetador para mi mujer talla 90 copa pues ya que te poner un gintonic,1,4
por que los auto de bigote no juego al fútbol porque cada vez que se poner en posición ha tráfico,0,1
que le dije un globo al otro respuesta cuidado con el cactussssssssss,0,1
como entretener a un tonto le abajo como entretener a un tonto le arriba,0,1
por que el mar es azul por que los pece hacer blueblueblueblue,0,1
mama mama en el colegio me llama cegato su tabaco gracia,0,1
